Date, Close
20/04/2015 16:00:00,5.52
21/04/2015 16:00:00,5.51
22/04/2015 16:00:00,5.58
23/04/2015 16:00:00,5.56
24/04/2015 16:00:00,5.51
27/04/2015 16:00:00,5.55
28/04/2015 16:00:00,5.58
29/04/2015 16:00:00,5.54
30/04/2015 16:00:00,5.55
01/05/2015 16:00:00,5.69
04/05/2015 16:00:00,5.65
05/05/2015 16:00:00,5.51
06/05/2015 16:00:00,5.53
07/05/2015 16:00:00,5.62
08/05/2015 16:00:00,5.21
11/05/2015 16:00:00,5.16
12/05/2015 16:00:00,5.21
13/05/2015 16:00:00,5.24
14/05/2015 16:00:00,5.32
15/05/2015 16:00:00,5.33
18/05/2015 16:00:00,5.32
19/05/2015 16:00:00,5.26
20/05/2015 16:00:00,5.26
21/05/2015 16:00:00,5.22
22/05/2015 16:00:00,5.22
26/05/2015 16:00:00,5.18
27/05/2015 16:00:00,5.46
28/05/2015 16:00:00,5.54
29/05/2015 16:00:00,5.53
01/06/2015 16:00:00,5.6
02/06/2015 16:00:00,5.48
03/06/2015 16:00:00,5.43
04/06/2015 16:00:00,5.52
05/06/2015 16:00:00,5.57
08/06/2015 16:00:00,5.44
09/06/2015 16:00:00,5.47
10/06/2015 16:00:00,5.37
11/06/2015 16:00:00,5.43
12/06/2015 16:00:00,5.28
15/06/2015 16:00:00,5.27
16/06/2015 16:00:00,5.33
17/06/2015 16:00:00,5.4
18/06/2015 16:00:00,5.49
19/06/2015 16:00:00,5.47
22/06/2015 16:00:00,5.44
23/06/2015 16:00:00,5.31
24/06/2015 16:00:00,5.25
25/06/2015 16:00:00,5.29
26/06/2015 16:00:00,5.19
29/06/2015 16:00:00,5.03
30/06/2015 16:00:00,5.03
01/07/2015 16:00:00,5.1
02/07/2015 16:00:00,5.11
06/07/2015 16:00:00,5.04
07/07/2015 16:00:00,4.95
08/07/2015 16:00:00,4.91
09/07/2015 16:00:00,4.85
10/07/2015 16:00:00,4.94
13/07/2015 16:00:00,4.97
14/07/2015 16:00:00,4.97
15/07/2015 16:00:00,4.94
16/07/2015 16:00:00,5.05
17/07/2015 16:00:00,5.02
20/07/2015 16:00:00,4.93
21/07/2015 16:00:00,4.95
22/07/2015 16:00:00,4.85
23/07/2015 16:00:00,4.91
24/07/2015 16:00:00,4.86
27/07/2015 16:00:00,4.83
28/07/2015 16:00:00,4.93
29/07/2015 16:00:00,4.99
30/07/2015 16:00:00,5.01
31/07/2015 16:00:00,4.99
03/08/2015 16:00:00,5.07
04/08/2015 16:00:00,5.09
05/08/2015 16:00:00,5.15
06/08/2015 16:00:00,5.11
07/08/2015 16:00:00,5.75
10/08/2015 16:00:00,5.95
11/08/2015 16:00:00,5.92
12/08/2015 16:00:00,5.93
13/08/2015 16:00:00,5.88
14/08/2015 16:00:00,5.89
17/08/2015 16:00:00,5.85
18/08/2015 16:00:00,5.77
19/08/2015 16:00:00,5.75
20/08/2015 16:00:00,5.54
21/08/2015 16:00:00,5.37
24/08/2015 16:00:00,5.18
25/08/2015 16:00:00,5.07
26/08/2015 16:00:00,5.45
27/08/2015 16:00:00,5.66
28/08/2015 16:00:00,5.68
31/08/2015 16:00:00,5.62
01/09/2015 16:00:00,5.39
02/09/2015 16:00:00,5.55
03/09/2015 16:00:00,5.57
04/09/2015 16:00:00,5.44
08/09/2015 16:00:00,5.67
09/09/2015 16:00:00,5.56
10/09/2015 16:00:00,5.65
11/09/2015 16:00:00,5.66
14/09/2015 16:00:00,5.67
15/09/2015 16:00:00,5.74
16/09/2015 16:00:00,5.78
17/09/2015 16:00:00,5.83
18/09/2015 16:00:00,5.82
21/09/2015 16:00:00,5.88
22/09/2015 16:00:00,5.72
23/09/2015 16:00:00,5.75
24/09/2015 16:00:00,5.86
25/09/2015 16:00:00,5.9
28/09/2015 16:00:00,5.83
29/09/2015 16:00:00,5.93
30/09/2015 16:00:00,6.16
01/10/2015 16:00:00,6.04
02/10/2015 16:00:00,6.2
05/10/2015 16:00:00,6.36
06/10/2015 16:00:00,6.44
07/10/2015 16:00:00,6.51
08/10/2015 16:00:00,6.54
09/10/2015 16:00:00,6.52
12/10/2015 16:00:00,6.59
13/10/2015 16:00:00,6.6
14/10/2015 16:00:00,6.84
15/10/2015 16:00:00,6.86
16/10/2015 16:00:00,6.97
19/10/2015 16:00:00,6.95
20/10/2015 16:00:00,6.94
21/10/2015 16:00:00,6.85
22/10/2015 16:00:00,7.1
23/10/2015 16:00:00,7.15
26/10/2015 16:00:00,7.12
27/10/2015 16:00:00,7.11
28/10/2015 16:00:00,7.17
29/10/2015 16:00:00,6.92
30/10/2015 16:00:00,7.09
02/11/2015 16:00:00,7.18
03/11/2015 16:00:00,7.13
04/11/2015 16:00:00,7.01
05/11/2015 16:00:00,6.93
06/11/2015 16:00:00,7.89
09/11/2015 16:00:00,7.85
10/11/2015 16:00:00,7.7
11/11/2015 16:00:00,7.63
12/11/2015 16:00:00,7.6
13/11/2015 16:00:00,7.45
16/11/2015 16:00:00,7.6
17/11/2015 16:00:00,7.6
18/11/2015 16:00:00,7.76
19/11/2015 16:00:00,7.78
20/11/2015 16:00:00,7.85
23/11/2015 16:00:00,7.73
24/11/2015 16:00:00,7.79
25/11/2015 16:00:00,7.78
27/11/2015 16:00:00,7.85
30/11/2015 16:00:00,7.93
01/12/2015 16:00:00,8.19
02/12/2015 16:00:00,8.13
03/12/2015 16:00:00,8.11
04/12/2015 16:00:00,8.44
07/12/2015 16:00:00,8.28
08/12/2015 16:00:00,8.39
09/12/2015 16:00:00,8.18
10/12/2015 16:00:00,8.24
11/12/2015 16:00:00,8.12
14/12/2015 16:00:00,8.14
15/12/2015 16:00:00,8.24
16/12/2015 16:00:00,8.29
17/12/2015 16:00:00,8.17
18/12/2015 16:00:00,8.04
21/12/2015 16:00:00,8.22
22/12/2015 16:00:00,8.23
23/12/2015 16:00:00,8.26
24/12/2015 16:00:00,8.29
28/12/2015 16:00:00,8.29
29/12/2015 16:00:00,8.42
30/12/2015 16:00:00,8.35
31/12/2015 16:00:00,8.24
04/01/2016 16:00:00,8.09
05/01/2016 16:00:00,8.22
06/01/2016 16:00:00,7.88
07/01/2016 16:00:00,7.57
08/01/2016 16:00:00,7.41
11/01/2016 16:00:00,7.42
12/01/2016 16:00:00,7.55
13/01/2016 16:00:00,7.32
14/01/2016 16:00:00,7.17
15/01/2016 16:00:00,6.78
19/01/2016 16:00:00,6.83
20/01/2016 16:00:00,6.87
21/01/2016 16:00:00,6.95
22/01/2016 16:00:00,7.11
25/01/2016 16:00:00,7.11
26/01/2016 16:00:00,7.18
27/01/2016 16:00:00,7.09
28/01/2016 16:00:00,7.01
29/01/2016 16:00:00,7.32
01/02/2016 16:00:00,7.33
02/02/2016 16:00:00,7.02
03/02/2016 16:00:00,7.05
04/02/2016 16:00:00,7.05
05/02/2016 16:00:00,6.61
08/02/2016 16:00:00,6.31
09/02/2016 16:00:00,6.37
10/02/2016 16:00:00,6.36
11/02/2016 16:00:00,6.33
12/02/2016 16:00:00,6.43
16/02/2016 16:00:00,6.75
17/02/2016 16:00:00,6.92
18/02/2016 16:00:00,7.51
19/02/2016 16:00:00,7.61
22/02/2016 16:00:00,7.88
23/02/2016 16:00:00,7.9
24/02/2016 16:00:00,7.96
25/02/2016 16:00:00,7.97
26/02/2016 16:00:00,7.92
29/02/2016 16:00:00,7.84
01/03/2016 16:00:00,8.19
02/03/2016 16:00:00,8.24
03/03/2016 16:00:00,8.16
04/03/2016 16:00:00,8.14
07/03/2016 16:00:00,8.09
08/03/2016 16:00:00,7.94
09/03/2016 16:00:00,7.93
10/03/2016 16:00:00,7.92
11/03/2016 16:00:00,8.06
14/03/2016 16:00:00,8.07
15/03/2016 16:00:00,8.04
16/03/2016 16:00:00,8.28
17/03/2016 16:00:00,8.21
18/03/2016 16:00:00,8.45
21/03/2016 16:00:00,8.48
22/03/2016 16:00:00,8.46
23/03/2016 16:00:00,8.61
24/03/2016 16:00:00,8.62
28/03/2016 16:00:00,8.71
29/03/2016 16:00:00,8.85
30/03/2016 16:00:00,8.94
31/03/2016 16:00:00,8.91
01/04/2016 16:00:00,9.04
04/04/2016 16:00:00,8.95
05/04/2016 16:00:00,8.94
06/04/2016 16:00:00,8.95
07/04/2016 16:00:00,8.86
08/04/2016 16:00:00,8.91
11/04/2016 16:00:00,8.97
12/04/2016 16:00:00,8.96
13/04/2016 16:00:00,9.19
14/04/2016 16:00:00,9.21
15/04/2016 16:00:00,9.28
18/04/2016 16:00:00,9.24
19/04/2016 16:00:00,9.08
20/04/2016 16:00:00,9.11
21/04/2016 16:00:00,9.1
22/04/2016 16:00:00,9.07
25/04/2016 16:00:00,9.11
26/04/2016 16:00:00,9.12
27/04/2016 16:00:00,9.33
28/04/2016 16:00:00,9.05
29/04/2016 16:00:00,8.88
02/05/2016 16:00:00,9
03/05/2016 16:00:00,8.89
04/05/2016 16:00:00,8.69
05/05/2016 16:00:00,8.74
06/05/2016 16:00:00,8.83
09/05/2016 16:00:00,8.82
10/05/2016 16:00:00,8.99
11/05/2016 16:00:00,9.02
12/05/2016 16:00:00,8.89
13/05/2016 16:00:00,10.25
16/05/2016 16:00:00,10.55
17/05/2016 16:00:00,10.57
18/05/2016 16:00:00,10.84
19/05/2016 16:00:00,10.89
20/05/2016 16:00:00,11.08
23/05/2016 16:00:00,11.1
24/05/2016 16:00:00,11.34
25/05/2016 16:00:00,11.29
26/05/2016 16:00:00,11.41
27/05/2016 16:00:00,11.48
31/05/2016 16:00:00,11.68
01/06/2016 16:00:00,11.7
02/06/2016 16:00:00,11.79
03/06/2016 16:00:00,11.62
06/06/2016 16:00:00,11.56
07/06/2016 16:00:00,11.58
08/06/2016 16:00:00,11.55
09/06/2016 16:00:00,11.85
10/06/2016 16:00:00,11.55
13/06/2016 16:00:00,11.7
14/06/2016 16:00:00,11.72
15/06/2016 16:00:00,11.84
16/06/2016 16:00:00,11.89
17/06/2016 16:00:00,11.68
20/06/2016 16:00:00,11.89
21/06/2016 16:00:00,11.82
22/06/2016 16:00:00,11.81
23/06/2016 16:00:00,12.12
24/06/2016 16:00:00,11.43
27/06/2016 16:00:00,11.31
28/06/2016 16:00:00,11.48
29/06/2016 16:00:00,11.66
30/06/2016 16:00:00,11.75
01/07/2016 16:00:00,11.67
05/07/2016 16:00:00,11.84
06/07/2016 16:00:00,11.91
07/07/2016 16:00:00,12.22
08/07/2016 16:00:00,12.71
11/07/2016 16:00:00,13.01
12/07/2016 16:00:00,13.2
13/07/2016 16:00:00,13.2
14/07/2016 16:00:00,13.33
15/07/2016 16:00:00,13.18
18/07/2016 16:00:00,13.24
19/07/2016 16:00:00,13.38
20/07/2016 16:00:00,13.56
21/07/2016 16:00:00,13.31
22/07/2016 16:00:00,13.67
25/07/2016 16:00:00,13.92
26/07/2016 16:00:00,14.16
27/07/2016 16:00:00,14.02
28/07/2016 16:00:00,14.05
29/07/2016 16:00:00,14.28
01/08/2016 16:00:00,14.18
02/08/2016 16:00:00,14.01
03/08/2016 16:00:00,14.05
04/08/2016 16:00:00,14.31
05/08/2016 16:00:00,14.55
08/08/2016 16:00:00,14.69
09/08/2016 16:00:00,14.72
10/08/2016 16:00:00,14.63
11/08/2016 16:00:00,14.93
12/08/2016 16:00:00,15.76
15/08/2016 16:00:00,15.75
16/08/2016 16:00:00,15.65
17/08/2016 16:00:00,15.29
18/08/2016 16:00:00,15.53
19/08/2016 16:00:00,15.57
22/08/2016 16:00:00,15.63
23/08/2016 16:00:00,15.73
24/08/2016 16:00:00,15.49
25/08/2016 16:00:00,15.38
26/08/2016 16:00:00,15.51
29/08/2016 16:00:00,15.5
30/08/2016 16:00:00,15.41
31/08/2016 16:00:00,15.34
01/09/2016 16:00:00,15.79
02/09/2016 16:00:00,15.63
06/09/2016 16:00:00,15.78
07/09/2016 16:00:00,15.55
08/09/2016 16:00:00,15.66
09/09/2016 16:00:00,14.88
12/09/2016 16:00:00,15.19
13/09/2016 16:00:00,14.97
14/09/2016 16:00:00,15.1
15/09/2016 16:00:00,15.67
16/09/2016 16:00:00,15.71
19/09/2016 16:00:00,15.92
20/09/2016 16:00:00,15.77
21/09/2016 16:00:00,16.22
22/09/2016 16:00:00,16.26
23/09/2016 16:00:00,16.24
26/09/2016 16:00:00,16.09
27/09/2016 16:00:00,16.64
28/09/2016 16:00:00,16.7
29/09/2016 16:00:00,16.85
30/09/2016 16:00:00,17.13
03/10/2016 16:00:00,17.11
04/10/2016 16:00:00,17.08
05/10/2016 16:00:00,17.06
06/10/2016 16:00:00,16.84
07/10/2016 16:00:00,16.71
10/10/2016 16:00:00,16.77
11/10/2016 16:00:00,16.53
12/10/2016 16:00:00,16.61
13/10/2016 16:00:00,16.34
14/10/2016 16:00:00,16.5
17/10/2016 16:00:00,16.4
18/10/2016 16:00:00,16.65
19/10/2016 16:00:00,16.62
20/10/2016 16:00:00,16.93
21/10/2016 16:00:00,16.89
24/10/2016 16:00:00,17.68
25/10/2016 16:00:00,17.97
26/10/2016 16:00:00,18.04
27/10/2016 16:00:00,17.67
28/10/2016 16:00:00,17.64
31/10/2016 16:00:00,17.79
01/11/2016 16:00:00,17.26
02/11/2016 16:00:00,17.19
03/11/2016 16:00:00,16.99
04/11/2016 16:00:00,16.89
07/11/2016 16:00:00,17.82
08/11/2016 16:00:00,17.79
09/11/2016 16:00:00,17.49
10/11/2016 16:00:00,16.94
11/11/2016 16:00:00,21.99
14/11/2016 16:00:00,20.91
15/11/2016 16:00:00,21.55
16/11/2016 16:00:00,22.91
17/11/2016 16:00:00,23.1
18/11/2016 16:00:00,23.34
21/11/2016 16:00:00,23.25
22/11/2016 16:00:00,23.41
23/11/2016 16:00:00,23.49
25/11/2016 16:00:00,23.54
28/11/2016 16:00:00,23.53
29/11/2016 16:00:00,23.31
30/11/2016 16:00:00,23.05
01/12/2016 16:00:00,21.91
02/12/2016 16:00:00,22.11
05/12/2016 16:00:00,22.97
06/12/2016 16:00:00,23.35
07/12/2016 16:00:00,23.77
08/12/2016 16:00:00,23.37
09/12/2016 16:00:00,22.96
12/12/2016 16:00:00,22.4
13/12/2016 16:00:00,22.79
14/12/2016 16:00:00,24.11
15/12/2016 16:00:00,24.68
16/12/2016 16:00:00,25.1
19/12/2016 16:00:00,25.41
20/12/2016 16:00:00,26.29
21/12/2016 16:00:00,26.46
22/12/2016 16:00:00,26.78
23/12/2016 16:00:00,27.45
27/12/2016 16:00:00,29.33
28/12/2016 16:00:00,27.31
29/12/2016 16:00:00,27.86
30/12/2016 16:00:00,26.69
03/01/2017 16:00:00,25.5
04/01/2017 16:00:00,26.1
05/01/2017 16:00:00,25.44
06/01/2017 16:00:00,25.78
09/01/2017 16:00:00,26.82
10/01/2017 16:00:00,26.62
11/01/2017 16:00:00,26.29
12/01/2017 16:00:00,25.86
13/01/2017 16:00:00,25.86
17/01/2017 16:00:00,25.28
18/01/2017 16:00:00,25.74
19/01/2017 16:00:00,26.29
20/01/2017 16:00:00,26
23/01/2017 16:00:00,26.27
24/01/2017 16:00:00,26.83
25/01/2017 16:00:00,26.95
26/01/2017 16:00:00,27.41
27/01/2017 16:00:00,27.94
30/01/2017 16:00:00,27.51
31/01/2017 16:00:00,27.3
01/02/2017 16:00:00,28.49
02/02/2017 16:00:00,28.85
03/02/2017 16:00:00,28.6
06/02/2017 16:00:00,29.33
07/02/2017 16:00:00,29.78
08/02/2017 16:00:00,29.65
09/02/2017 16:00:00,29.1
10/02/2017 16:00:00,28.41
13/02/2017 16:00:00,27.1
14/02/2017 16:00:00,27.2
15/02/2017 16:00:00,27.25
16/02/2017 16:00:00,26.81
17/02/2017 16:00:00,26.81
21/02/2017 16:00:00,27.77
22/02/2017 16:00:00,27.69
23/02/2017 16:00:00,25.12
24/02/2017 16:00:00,25.37
27/02/2017 16:00:00,26.1
28/02/2017 16:00:00,25.37
01/03/2017 16:00:00,25.7
02/03/2017 16:00:00,24.75
03/03/2017 16:00:00,24.61
06/03/2017 16:00:00,24.42
07/03/2017 16:00:00,24.69
08/03/2017 16:00:00,24.64
09/03/2017 16:00:00,24.64
10/03/2017 16:00:00,24.78
13/03/2017 16:00:00,25.46
14/03/2017 16:00:00,25.45
15/03/2017 16:00:00,25.64
16/03/2017 16:00:00,25.95
17/03/2017 16:00:00,26.52
20/03/2017 16:00:00,27.36
21/03/2017 16:00:00,26.48
22/03/2017 16:00:00,27.02
23/03/2017 16:00:00,26.77
24/03/2017 16:00:00,26.87
27/03/2017 16:00:00,27.06
28/03/2017 16:00:00,26.92
29/03/2017 16:00:00,26.84
30/03/2017 16:00:00,27.35
31/03/2017 16:00:00,27.23
03/04/2017 16:00:00,27.1
04/04/2017 16:00:00,25.2
05/04/2017 16:00:00,25.01
06/04/2017 16:00:00,25.19
07/04/2017 16:00:00,25.08
10/04/2017 16:00:00,24.44
11/04/2017 16:00:00,24.53
12/04/2017 16:00:00,24.33
13/04/2017 16:00:00,23.87
17/04/2017 16:00:00,24.81
18/04/2017 16:00:00,24.82
19/04/2017 16:00:00,24.92
20/04/2017 16:00:00,25.32
21/04/2017 16:00:00,25.42
24/04/2017 16:00:00,25.74
25/04/2017 16:00:00,26.19
26/04/2017 16:00:00,26.01
27/04/2017 16:00:00,26.41
28/04/2017 16:00:00,26.08
01/05/2017 16:00:00,26.66
02/05/2017 16:00:00,25.87
03/05/2017 16:00:00,26.06
04/05/2017 16:00:00,25.96
05/05/2017 16:00:00,25.97
08/05/2017 16:00:00,25.69
09/05/2017 16:00:00,25.74
10/05/2017 16:00:00,30.32
11/05/2017 16:00:00,31.63
12/05/2017 16:00:00,31.97
15/05/2017 16:00:00,33.58
16/05/2017 16:00:00,34.2
17/05/2017 16:00:00,31.93
18/05/2017 16:00:00,33.27
19/05/2017 16:00:00,34
22/05/2017 16:00:00,34.73
23/05/2017 16:00:00,34.26
24/05/2017 16:00:00,34.64
25/05/2017 16:00:00,34.57
26/05/2017 16:00:00,35.46
30/05/2017 16:00:00,36.22
31/05/2017 16:00:00,36.09
01/06/2017 16:00:00,36.09
02/06/2017 16:00:00,35.91
05/06/2017 16:00:00,37
06/06/2017 16:00:00,36.84
07/06/2017 16:00:00,37.28
08/06/2017 16:00:00,39.99
09/06/2017 16:00:00,37.4
12/06/2017 16:00:00,37.49
13/06/2017 16:00:00,37.85
14/06/2017 16:00:00,37.93
15/06/2017 16:00:00,38.09
16/06/2017 16:00:00,37.91
19/06/2017 16:00:00,39.33
20/06/2017 16:00:00,39.27
21/06/2017 16:00:00,39.87
22/06/2017 16:00:00,39.59
23/06/2017 16:00:00,38.46
26/06/2017 16:00:00,38.04
27/06/2017 16:00:00,36.65
28/06/2017 16:00:00,37.94
29/06/2017 16:00:00,36.67
30/06/2017 16:00:00,36.14
03/07/2017 16:00:00,34.83
05/07/2017 16:00:00,35.76
06/07/2017 16:00:00,35.87
07/07/2017 16:00:00,36.69
10/07/2017 16:00:00,38.42
11/07/2017 16:00:00,38.97
12/07/2017 16:00:00,40.63
13/07/2017 16:00:00,40.16
14/07/2017 16:00:00,41.24
17/07/2017 16:00:00,41.06
18/07/2017 16:00:00,41.49
19/07/2017 16:00:00,41.28
20/07/2017 16:00:00,41.88
21/07/2017 16:00:00,42.03
24/07/2017 16:00:00,41.54
25/07/2017 16:00:00,41.34
26/07/2017 16:00:00,41.82
27/07/2017 16:00:00,40.44
28/07/2017 16:00:00,41.1
31/07/2017 16:00:00,40.63
01/08/2017 16:00:00,41.12
02/08/2017 16:00:00,41.1
03/08/2017 16:00:00,41.62
04/08/2017 16:00:00,41.8
07/08/2017 16:00:00,43.09
08/08/2017 16:00:00,42.58
09/08/2017 16:00:00,43.03
10/08/2017 16:00:00,41.19
11/08/2017 16:00:00,38.99
14/08/2017 16:00:00,42.1
15/08/2017 16:00:00,41.75
16/08/2017 16:00:00,41.29
17/08/2017 16:00:00,40.37
18/08/2017 16:00:00,40.38
21/08/2017 16:00:00,39.79
22/08/2017 16:00:00,40.64
23/08/2017 16:00:00,41.45
24/08/2017 16:00:00,41.3
25/08/2017 16:00:00,40.95
28/08/2017 16:00:00,41.24
29/08/2017 16:00:00,41.18
30/08/2017 16:00:00,41.42
31/08/2017 16:00:00,42.36
01/09/2017 16:00:00,42.62
05/09/2017 16:00:00,41.48
06/09/2017 16:00:00,41.45
07/09/2017 16:00:00,41.65
08/09/2017 16:00:00,40.92
11/09/2017 16:00:00,42.25
12/09/2017 16:00:00,42.4
13/09/2017 16:00:00,42.59
14/09/2017 16:00:00,42.35
15/09/2017 16:00:00,45.03
18/09/2017 16:00:00,46.89
19/09/2017 16:00:00,46.84
20/09/2017 16:00:00,46.46
21/09/2017 16:00:00,45.19
22/09/2017 16:00:00,44.75
25/09/2017 16:00:00,42.75
26/09/2017 16:00:00,42.99
27/09/2017 16:00:00,43.93
28/09/2017 16:00:00,43.92
29/09/2017 16:00:00,44.69
02/10/2017 16:00:00,44.75
03/10/2017 16:00:00,44.84
04/10/2017 16:00:00,45.22
05/10/2017 16:00:00,45.19
06/10/2017 16:00:00,45.33
09/10/2017 16:00:00,46.35
10/10/2017 16:00:00,47.23
11/10/2017 16:00:00,47.74
12/10/2017 16:00:00,47.76
13/10/2017 16:00:00,48.65
16/10/2017 16:00:00,49.48
17/10/2017 16:00:00,49.44
18/10/2017 16:00:00,49.4
19/10/2017 16:00:00,49.45
20/10/2017 16:00:00,49.23
23/10/2017 16:00:00,49.16
24/10/2017 16:00:00,49.67
25/10/2017 16:00:00,48.42
26/10/2017 16:00:00,48.92
27/10/2017 16:00:00,50.47
30/10/2017 16:00:00,50.96
31/10/2017 16:00:00,51.7
01/11/2017 16:00:00,51.8
02/11/2017 16:00:00,51.49
03/11/2017 16:00:00,52.17
06/11/2017 16:00:00,52.41
07/11/2017 16:00:00,53.01
08/11/2017 16:00:00,52.29
09/11/2017 16:00:00,51.33
10/11/2017 16:00:00,54.04
13/11/2017 16:00:00,53.16
14/11/2017 16:00:00,53.55
15/11/2017 16:00:00,52.5
16/11/2017 16:00:00,52.9
17/11/2017 16:00:00,52.84
20/11/2017 16:00:00,53.52
21/11/2017 16:00:00,54.01
22/11/2017 16:00:00,53.73
24/11/2017 13:00:00,54.24
27/11/2017 16:00:00,53.54
28/11/2017 16:00:00,52.68
29/11/2017 16:00:00,49.11
30/11/2017 16:00:00,50.18
01/12/2017 16:00:00,49.42
04/12/2017 16:00:00,46.67
05/12/2017 16:00:00,46.94
06/12/2017 16:00:00,47.32
07/12/2017 16:00:00,48
08/12/2017 16:00:00,47.87
11/12/2017 16:00:00,48.67
12/12/2017 16:00:00,47.71
13/12/2017 16:00:00,46.55
14/12/2017 16:00:00,46.62
15/12/2017 16:00:00,47.89
18/12/2017 16:00:00,49.48
19/12/2017 16:00:00,49.03
20/12/2017 16:00:00,49.2
21/12/2017 16:00:00,48.97
22/12/2017 16:00:00,48.82
26/12/2017 16:00:00,49.36
27/12/2017 16:00:00,49.29
28/12/2017 16:00:00,49.35
29/12/2017 16:00:00,48.38
02/01/2018 16:00:00,49.84
03/01/2018 16:00:00,53.12
04/01/2018 16:00:00,53.4
05/01/2018 16:00:00,53.85
08/01/2018 16:00:00,55.5
09/01/2018 16:00:00,55.49
10/01/2018 16:00:00,55.92
11/01/2018 16:00:00,56.02
12/01/2018 16:00:00,55.75
16/01/2018 16:00:00,55.03
17/01/2018 16:00:00,56.18
18/01/2018 16:00:00,56.11
19/01/2018 16:00:00,57.53
22/01/2018 16:00:00,58.42
23/01/2018 16:00:00,59.73
24/01/2018 16:00:00,58.95
25/01/2018 16:00:00,59.09
26/01/2018 16:00:00,60.83
29/01/2018 16:00:00,61.71
30/01/2018 16:00:00,60.68
31/01/2018 16:00:00,61.45
01/02/2018 16:00:00,60.13
02/02/2018 16:00:00,58.38
05/02/2018 16:00:00,53.43
06/02/2018 16:00:00,56.4
07/02/2018 16:00:00,57.2
08/02/2018 16:00:00,54.38
09/02/2018 16:00:00,58.02
12/02/2018 16:00:00,57.01
13/02/2018 16:00:00,58.16
14/02/2018 16:00:00,60.36
15/02/2018 16:00:00,61.63
16/02/2018 16:00:00,60.96
20/02/2018 16:00:00,62.27
21/02/2018 16:00:00,60.38
22/02/2018 16:00:00,60.54
23/02/2018 16:00:00,61.48
26/02/2018 16:00:00,61.65
27/02/2018 16:00:00,61.52
28/02/2018 16:00:00,60.5
01/03/2018 16:00:00,58.05
02/03/2018 16:00:00,59.14
05/03/2018 16:00:00,58.91
06/03/2018 16:00:00,60.54
07/03/2018 16:00:00,60.46
08/03/2018 16:00:00,60.3
09/03/2018 16:00:00,61.33
12/03/2018 16:00:00,62.44
13/03/2018 16:00:00,61.93
14/03/2018 16:00:00,62.19
15/03/2018 16:00:00,62.34
16/03/2018 16:00:00,62.62
19/03/2018 16:00:00,60.25
20/03/2018 16:00:00,62.4
21/03/2018 16:00:00,62.14
22/03/2018 16:00:00,60.46
23/03/2018 16:00:00,58.24
26/03/2018 16:00:00,61.12
27/03/2018 16:00:00,56.38
28/03/2018 16:00:00,55.34
29/03/2018 16:00:00,57.9
02/04/2018 16:00:00,55.26
03/04/2018 16:00:00,56.34
04/04/2018 16:00:00,56.56
05/04/2018 16:00:00,55.35
06/04/2018 16:00:00,53.56
09/04/2018 16:00:00,53.85
10/04/2018 16:00:00,56.98
