Date, Close
19/11/2015 23:58:00,326.41
20/11/2015 23:58:00,322.39
21/11/2015 23:58:00,327
22/11/2015 23:58:00,323.71
23/11/2015 23:58:00,323
24/11/2015 23:58:00,321
25/11/2015 23:58:00,328.98
26/11/2015 23:58:00,352.57
27/11/2015 23:58:00,358.19
28/11/2015 23:58:00,357.24
29/11/2015 23:58:00,372.24
30/11/2015 23:58:00,376.86
01/12/2015 23:58:00,362.68
02/12/2015 23:58:00,360
03/12/2015 23:58:00,361.77
04/12/2015 23:58:00,363.98
05/12/2015 23:58:00,387.99
06/12/2015 23:58:00,387.55
07/12/2015 23:58:00,394.73
08/12/2015 23:58:00,418.94
09/12/2015 23:58:00,418.39
10/12/2015 23:58:00,415.68
11/12/2015 23:58:00,452.95
12/12/2015 23:58:00,436.87
13/12/2015 23:58:00,433.83
14/12/2015 23:58:00,444.01
15/12/2015 23:58:00,464.27
16/12/2015 23:58:00,453.97
17/12/2015 23:58:00,455.5
18/12/2015 23:58:00,463.17
19/12/2015 23:58:00,461.29
20/12/2015 23:58:00,442.22
21/12/2015 23:58:00,436.81
22/12/2015 23:58:00,433.92
23/12/2015 23:58:00,442.43
24/12/2015 23:58:00,455.74
25/12/2015 23:58:00,455.84
26/12/2015 23:58:00,419.41
27/12/2015 23:58:00,424.72
28/12/2015 23:58:00,421.94
29/12/2015 23:58:00,433.89
30/12/2015 23:58:00,427.95
31/12/2015 23:58:00,430.35
01/01/2016 23:58:00,435.66
02/01/2016 23:58:00,435.4
03/01/2016 23:58:00,431.91
04/01/2016 23:58:00,433.85
05/01/2016 23:58:00,433.34
06/01/2016 23:58:00,430.87
07/01/2016 23:58:00,459.07
08/01/2016 23:58:00,454.44
09/01/2016 23:58:00,450.38
10/01/2016 23:58:00,449.99
11/01/2016 23:58:00,449.19
12/01/2016 23:58:00,434.01
13/01/2016 23:58:00,432.77
14/01/2016 23:58:00,430.03
15/01/2016 23:58:00,357.53
16/01/2016 23:58:00,388.7
17/01/2016 23:58:00,378.46
18/01/2016 23:58:00,384.89
19/01/2016 23:58:00,375.27
20/01/2016 23:58:00,418.54
21/01/2016 23:58:00,409.38
22/01/2016 23:58:00,382.9
23/01/2016 23:58:00,387.5
24/01/2016 23:58:00,403.05
25/01/2016 23:58:00,391.4
26/01/2016 23:58:00,391.54
27/01/2016 23:58:00,394.79
28/01/2016 23:58:00,379.61
29/01/2016 23:58:00,378.68
30/01/2016 23:58:00,378.46
31/01/2016 23:58:00,367.95
